,xC,yC,GD,stdGD,mammalTaxa,mammalSeqs,meanSeqs,Dist,PD,nTaxa,GlobalExtreme_prTrendExt,GlobalExtreme_prVarExt,GlobalExtreme_tsTrendExt,GlobalExtreme_tsVarExt,kk10,HFP2009,GDsqrt,TaxonComplete
706,121.99998356480603,37.407429796439274,0.0,0.0,1,2.0,2.0,0.0,1356.3281389899996,38,0.0003624577075242996,0.34430041909217834,0.001762686064466834,0.6714267730712891,-7181.694516971279,21.128187597182894,0.0,0.02631578947368421
707,125.99998334712134,37.407429796439274,0.0,0.0,2,4.0,2.0,0.0,1747.7986010699997,48,0.0001545700506540015,0.36115336418151855,0.001544003956951201,0.5895280241966248,-890.5279850746268,16.07867416978782,0.0,0.041666666666666664
710,137.99998269406728,37.407429796439274,0.0,0.0,1,2.0,2.0,0.0,1761.6340584399998,52,-6.179493357194588e-05,0.37357819080352783,0.0014131858479231596,0.4745256900787354,-1413.7985143918293,19.442976076975103,0.0,0.018867924528301886
735,-122.0000031564279,33.704958268011886,0.0,0.0,1,24.0,24.0,0.0,1974.1382637,59,-2.2094741325418e-06,0.23637713491916654,0.0009876848198473454,0.4837076365947723,-1717.3125,8.815765054906024,0.0,0.01694915254237288
736,-118.00000337411257,33.704958268011886,0.0007442374601907675,0.0007238145915188716,2,140.0,70.0,112.7263950647801,2542.8362891599995,102,-7.450380508089438e-05,0.223528265953064,0.001006426988169551,0.5061032176017761,-790.5401234567902,10.846915629020684,0.027280715903193732,0.0196078431372549
738,-110.00000380948197,33.704958268011886,0.00815721918555366,0.010957883674003776,10,43.0,4.3,0.0,2995.92313384,136,-1.7808340999181382e-05,0.20182733237743375,0.0016870144754648206,0.5891649127006531,-435.44789254284393,5.115843027477763,0.09031732494684316,0.07352941176470588
739,-106.00000402716663,33.704958268011886,0.038389694041867956,0.0,1,15.0,15.0,16.66661619516239,3086.7461402100002,133,4.585339411278255e-05,0.24881918728351596,0.0015785334398970008,0.6218267679214478,-377.7372330547818,5.025740502684727,0.19593288147186513,0.007575757575757576
745,-82.00000533327477,33.704958268011886,0.004064129844946921,0.0020108218480843847,4,11.0,2.75,0.0,2350.66865824,74,-1.3491790923580993e-05,0.24661070108413696,0.0008858040091581643,0.6324242949485779,-293.28909266409266,13.074765458286608,0.06375052819347399,0.05405405405405406
771,21.99998900692325,33.704958268011886,0.0,0.0,1,2.0,2.0,50.3492262324451,1877.13667503,61,0.00016594328917562962,0.10293976217508316,0.002354905707761645,0.4716017246246338,-1854.6049107142856,7.731688451548475,0.0,0.016129032258064516
775,37.99998813618448,33.704958268011886,0.0007974481658692185,0.0007974481658692185,2,4.0,2.0,0.0,2363.4107775399993,79,2.8439624657039534e-05,0.10738708823919296,0.002635178854689002,0.5704628825187683,-3323.751851851852,8.66311437339016,0.028239124736245253,0.02564102564102564
777,45.999987700815105,33.704958268011886,0.006269592476489028,0.0,1,2.0,2.0,87.21605382604125,2372.9002151499994,86,4.315237674745731e-05,0.11257354170084,0.0032846410758793354,0.666424036026001,-5819.5492107706605,12.268663799394744,0.07918075824648958,0.011494252873563218
780,57.99998704776102,33.704958268011886,0.0010770059235325794,0.0,1,6.0,6.0,53.045713616997915,2020.0496341699998,64,0.00011419233487686142,0.10304214805364607,0.0027574270498007536,0.7273170351982117,-1064.6540792540793,4.435349144029743,0.0328177684118311,0.015384615384615385
781,61.99998683007632,33.704958268011886,0.0028002154011847065,0.0,1,6.0,6.0,0.0,2245.36856446,74,0.00012895358668174597,0.095827154815197,0.002431889297440648,0.7284485697746277,-2025.4888475836428,6.881232055199858,0.05291706153203054,0.013333333333333334
787,85.99998552396816,33.704958268011886,0.0,0.0,1,2.0,2.0,0.0,923.49580455,23,0.00035228399792686105,0.2251856029033661,0.0009587599779479207,0.5857252478599548,0.0,0.11738874288419066,0.0,0.043478260869565216
791,101.99998465322943,33.704958268011886,0.016355402012609856,0.021879489260109932,3,33.0,11.0,17.588440303616828,3210.0139487499996,149,0.0003978727327194065,0.3137325942516327,0.0015706438571214676,0.5040662288665771,-270.44953703703703,10.130104543440963,0.12788824032181323,0.02
792,105.99998443554475,33.704958268011886,0.004225084317531324,0.0035948271479553156,3,9.0,3.0,0.0,3362.81479314,159,0.00046343708527274435,0.3889104425907135,0.001826352789066732,0.5435049533843994,-4875.759259259259,12.123428628411965,0.06500064859315885,0.018867924528301886
795,117.99998378249072,33.704958268011886,0.0,0.0,1,2.0,2.0,0.0,2038.2643207399994,61,0.0002564490423537791,0.3860735595226288,0.0018510632216930392,0.6003929972648621,-5883.358695652174,19.556298712001823,0.0,0.016129032258064516
828,-110.00000380948197,30.153133423979597,0.0015432098765432098,0.0,1,2.0,2.0,0.0,2957.37668857,129,-1.6675170627422627e-05,0.2113388180732727,0.0013808845542371273,0.4960587024688721,-3.8438123752495015,6.05258554659579,0.039283710065919304,0.007692307692307693
829,-106.00000402716663,30.153133423979597,0.0015723270440251573,0.0,1,2.0,2.0,0.0,2955.58159771,119,1.3309380847204013e-05,0.2952587604522705,0.001174047589302063,0.5515590310096741,0.0,5.900487216193802,0.03965257928590721,0.008403361344537815
830,-102.00000424485133,30.153133423979597,0.0,0.0,1,2.0,2.0,0.0,2946.7123985800004,112,0.00011601114965742454,0.3949540853500366,0.0013631945475935936,0.5899336338043213,-0.2757936507936508,5.017833830390509,0.0,0.008928571428571428
831,-98.000004462536,30.153133423979597,0.028955597274199503,0.0283645313656243,5,34.0,6.8,0.0,2544.1898307600004,82,-1.1924479622393848e-05,0.3799198269844055,0.001076380955055356,0.5374816060066223,0.0,8.969840984666384,0.1701634428254186,0.06097560975609756
835,-82.00000533327477,30.153133423979597,0.024132218669883115,0.04743948697050947,6,22.0,3.6666666666666665,0.0,1986.88962997,50,0.00026762273046188056,0.2556854486465454,0.0011919138487428427,0.4519293308258057,-64.87175188600168,11.545221612013144,0.15534548165261555,0.12
870,57.99998704776102,30.153133423979597,0.0,0.0,1,2.0,2.0,0.0,1798.4301553399996,58,0.00018701021326705813,0.15029266476631165,0.002462290227413177,0.6269729733467102,-377.43700396825403,5.467256715010377,0.0,0.01694915254237288
880,97.99998487091412,30.153133423979597,0.006994888350820554,0.0,1,3.0,3.0,0.0,3488.3998488600014,177,0.0001281057484447956,0.3177738785743713,0.0009131093393079935,0.4846623241901398,-446.5851223165252,6.9641425459552515,0.08363544912787015,0.0056179775280898875
881,101.99998465322943,30.153133423979597,0.0073609895455418045,0.010346802948914869,22,384.0,17.454545454545453,59.27065330691578,3619.038129440001,173,-3.5813209251500666e-05,0.3955502510070801,0.0014334191801026466,0.478364884853363,-1188.958291956306,9.065680641168926,0.08579620938912047,0.12716763005780346
882,105.99998443554475,30.153133423979597,0.0013978661887258342,0.0019476708602917494,10,62.0,6.2,0.09281532735199192,3668.0814524600014,156,0.00012472788512241095,0.4286401569843292,0.0018094551051035523,0.5415990948677063,-2860.4766865079364,15.385468612455668,0.03738804874188855,0.0641025641025641
883,109.9999842178601,30.153133423979597,0.004285714285714286,0.0,1,2.0,2.0,0.0,3124.2556713500003,120,0.00011429470032453536,0.411051869392395,0.002033913740888238,0.6308975219726562,-2191.5679563492067,11.88934268457641,0.06546536707079771,0.008264462809917356
884,113.99998400017537,30.153133423979597,0.0,0.0,1,2.0,2.0,0.0,2464.36352977,89,-5.712306665373035e-05,0.3744205236434937,0.0019693197682499886,0.60873943567276,-2286.054545454545,15.283266096650234,0.0,0.011111111111111112
